ImportedOrNot,YearOfRegistration,Transmission,Fuel,Dist_travelled,Safetyscore,InitialBuyingPrice,SellingPrice
0,2005,Manual,Diesel,37600,5,630000,37000
0,2007,Manual,Diesel,38000,5,760000,50000
0,2009,Manual,Petrol,33600,6,890000,42000
0,2006,SemiAuto,Diesel,31300,6,410000,58000
0,2009,SemiAuto,Petrol,30800,4,620000,61000
0,2003,Auto,Petrol,19000,4,780000,76000
0,2009,Manual,Petrol,32000,6,520000,42000
0,2007,Manual,Diesel,29000,4,820000,66000
0,2005,SemiAuto,Diesel,35900,5,840000,37000
0,2009,Manual,Diesel,22000,5,420000,61000
0,2009,Manual,Diesel,25100,6,360000,49000
0,2006,Manual,Petrol,38400,5,680000,53000
0,2003,Manual,Petrol,29900,4,910000,63000
0,2007,SemiAuto,Diesel,35500,6,760000,41000
0,2004,Manual,Petrol,23300,5,320000,56000
0,2004,SemiAuto,Diesel,20500,6,590000,44000
0,2006,SemiAuto,Petrol,32600,6,490000,44000
0,2006,SemiAuto,Diesel,32200,4,470000,56000
0,2008,Manual,Diesel,28100,4,810000,39000
0,2007,Auto,Diesel,23100,6,1370000,75000
1,2005,Auto,Diesel,34800,5,630000,139000
0,2004,SemiAuto,Diesel,26700,4,910000,52000
0,2003,SemiAuto,Petrol,24700,4,920000,46000
0,2009,SemiAuto,Diesel,29100,4,650000,58000
0,2005,SemiAuto,Diesel,26900,5,570000,36000
0,2004,SemiAuto,Diesel,30400,6,760000,41000
0,2009,SemiAuto,Petrol,25400,5,930000,49000
0,2006,SemiAuto,Diesel,29900,6,820000,47000
0,2005,SemiAuto,Diesel,30300,5,630000,56000
0,2007,SemiAuto,CNG,18600,6,330000,66000
0,2009,SemiAuto,Diesel,37700,6,290000,60000
0,2007,Manual,Petrol,18800,4,630000,66000
0,2007,SemiAuto,Petrol,38100,6,420000,55000
0,2011,SemiAuto,CNG,24700,5,620000,44000
0,2005,SemiAuto,Diesel,20500,6,450000,42000
1,2008,Auto,Diesel,27600,6,930000,139000
0,2006,Manual,Petrol,19900,4,650000,63000
0,2005,Manual,Diesel,29700,4,700000,38000
0,2006,Manual,Petrol,25600,5,510000,61000
0,2009,SemiAuto,Diesel,19400,6,950000,52000
0,2006,SemiAuto,Diesel,25500,5,780000,39000
0,2004,SemiAuto,Diesel,17800,6,650000,47000
0,2007,Manual,CNG,22200,6,510000,62000
0,2007,Manual,Petrol,38900,6,450000,61000
0,2008,SemiAuto,Diesel,36500,6,750000,62000
0,2008,Auto,Diesel,34200,6,1400000,76000
0,2005,Manual,Diesel,30200,5,890000,62000
0,2007,Manual,Diesel,32200,6,830000,35000
0,2007,Manual,Petrol,38300,4,450000,62000
0,2005,Manual,Petrol,24400,4,350000,57000
0,2004,Manual,Petrol,33600,6,790000,55000
0,2005,Manual,Diesel,18700,6,330000,40000
0,2005,Manual,Diesel,32700,6,380000,39000
0,2009,SemiAuto,CNG,28600,6,600000,49000
0,2009,SemiAuto,Petrol,20100,4,780000,41000
0,2005,Manual,Petrol,22400,5,600000,63000
0,2009,SemiAuto,Diesel,19400,4,800000,48000
0,2005,Manual,Diesel,27700,4,620000,36000
0,2005,Manual,Petrol,36500,4,430000,47000
0,2009,SemiAuto,Diesel,18600,5,970000,62000
0,2005,Manual,Diesel,19100,4,760000,42000
0,2006,Manual,Diesel,22800,6,910000,53000
0,2007,Manual,Diesel,38800,6,350000,43000
0,2008,Manual,Diesel,25500,5,660000,52000
1,2008,Auto,Diesel,32400,5,1360000,72000
0,2008,SemiAuto,Diesel,36800,4,960000,43000
0,2008,Manual,Diesel,18600,5,510000,44000
0,2007,Manual,Petrol,25400,5,770000,53000
0,2009,SemiAuto,Petrol,34400,6,860000,38000
0,2004,SemiAuto,Diesel,28200,6,490000,64000
0,2009,Manual,Petrol,30400,5,630000,38000
0,2007,Manual,Diesel,27100,4,630000,63000
0,2005,Manual,Petrol,30800,4,540000,60000
0,2006,SemiAuto,CNG,25800,6,720000,50000
0,2005,SemiAuto,Diesel,33500,4,310000,42000
0,2005,Manual,Petrol,36300,5,880000,51000
0,2005,SemiAuto,Diesel,39000,6,990000,57000
0,2006,Manual,Petrol,32200,4,770000,55000
0,2007,SemiAuto,CNG,35300,5,930000,41000
0,2003,SemiAuto,CNG,28900,4,640000,49000
0,2005,Manual,Petrol,24500,5,280000,37000
1,2009,Auto,Petrol,28900,6,1280000,65000
0,2006,SemiAuto,Diesel,19200,6,570000,40000
0,2006,Manual,Petrol,34200,5,470000,57000
1,2005,Auto,Diesel,25200,6,1000000,74000
0,2008,Manual,Petrol,28500,4,380000,48000
0,2004,SemiAuto,CNG,34400,5,460000,35000
0,2007,SemiAuto,Diesel,20700,5,610000,40000
0,2007,SemiAuto,Diesel,38800,6,290000,64000
0,2006,SemiAuto,Diesel,28200,6,370000,50000
0,2004,SemiAuto,Petrol,31400,5,500000,39000
0,2008,SemiAuto,Diesel,29200,6,870000,41000
0,2008,Manual,Diesel,18200,5,620000,43000
0,2007,SemiAuto,Diesel,32400,4,640000,50000
0,2008,SemiAuto,Petrol,36300,6,830000,50000
0,2007,Manual,Diesel,38000,6,700000,51000
0,2006,SemiAuto,Diesel,20500,6,290000,50000
0,2005,SemiAuto,Diesel,35500,4,600000,41000
0,2006,Manual,Petrol,23200,5,850000,61000
0,2006,Manual,Petrol,29900,4,540000,54000
1,2007,SemiAuto,CNG,31100,4,350000,62000
0,2008,Auto,Diesel,19300,6,1020000,60000
0,2004,SemiAuto,Diesel,34000,5,470000,40000
0,2004,SemiAuto,Diesel,19900,6,710000,55000
0,2008,Manual,Petrol,34400,6,680000,38000
0,2005,Manual,Petrol,29800,5,470000,54000
0,2006,Manual,Petrol,30700,5,680000,55000
0,2007,Manual,Diesel,38100,5,280000,52000
1,2005,Autto,Petrol,34000,6,920000,49000
0,2007,SemiAuto,Diesel,24700,5,420000,38000
0,2008,SemiAuto,Diesel,22500,5,550000,57000
0,2006,Manual,Petrol,19400,5,740000,62000
0,2007,SemiAuto,CNG,35900,5,290000,58000
0,2006,Manual,Petrol,31800,4,920000,38000
0,2008,Manual,Diesel,33300,5,310000,38000
1,2006,Auto,Diesel,23000,5,1030000,59000
0,2009,SemiAuto,Diesel,30900,6,450000,55000
0,2005,Auto,Diesel,31900,6,800000,59000
0,2007,Manual,Diesel,24300,5,530000,58000
0,2008,Manual,Petrol,20300,5,290000,41000
0,2009,SemiAuto,Petrol,31700,5,550000,47000
0,2005,Manual,Petrol,18800,4,660000,65000
0,2012,Auto,Petrol,30900,6,1090000,59000
0,2008,SemiAuto,Diesel,20300,4,320000,53000
0,2006,SemiAuto,Diesel,27500,5,730000,63000
0,2006,SemiAuto,Petrol,23700,4,950000,55000
0,2004,Manual,Diesel,33800,5,770000,64000
0,2005,Auto,Diesel,38500,6,1190000,55000
0,2007,Manual,Petrol,32800,5,290000,46000
0,2006,SemiAuto,Diesel,31600,5,850000,40000
0,2005,Manual,Diesel,37600,4,460000,66000
0,2004,SemiAuto,Diesel,26400,4,540000,47000
0,2004,SemiAuto,Diesel,20800,5,580000,54000
0,2004,SemiAuto,Diesel,24200,5,640000,44000
0,2007,SemiAuto,Diesel,25600,6,400000,43000
0,2007,Manual,Petrol,34700,5,620000,44000
0,2008,Manual,Diesel,24600,6,520000,65000
0,2008,Manual,Diesel,33000,4,640000,58000
0,2005,Manual,Diesel,31300,6,820000,37000
0,2005,Manual,Petrol,28000,6,380000,42000
0,2008,SemiAuto,Petrol,29900,6,330000,48000
0,2008,Manual,Petrol,35400,6,420000,56000
0,2008,Manual,Diesel,30100,5,300000,39000
0,2007,Manual,Diesel,19200,6,410000,48000
0,2008,SemiAuto,Diesel,33500,4,930000,48000
0,2009,Manual,Diesel,34600,5,710000,44000
0,2008,SemiAuto,Diesel,33900,6,670000,51000
0,2004,Manual,Diesel,19500,5,320000,67000
0,2008,Auto,Diesel,22400,6,1360000,73000
0,2005,SemiAuto,Diesel,36900,6,560000,51000
0,2004,Manual,Diesel,34100,5,790000,39000
0,2006,Auto,CNG,22200,6,1170000,58000
0,2003,SemiAuto,Petrol,20800,6,390000,47000
0,2008,Manual,Petrol,36500,5,360000,38000
1,2007,SemiAuto,Diesel,35300,4,150000,121000
0,2008,SemiAuto,Diesel,37300,5,350000,40000
0,2006,SemiAuto,Petrol,30400,5,420000,39000
0,2006,SemiAuto,Diesel,34000,4,370000,35000
0,2009,SemiAuto,Diesel,19800,4,660000,58000
0,2007,SemiAuto,Diesel,23400,5,640000,52000
0,2008,SemiAuto,Diesel,37000,6,460000,37000
0,2012,SemiAuto,Petrol,28600,5,760000,58000
0,2007,Manual,Diesel,27800,5,960000,38000
0,2004,SemiAuto,Diesel,20000,5,490000,67000
0,2006,SemiAuto,Petrol,28600,4,330000,45000
0,2006,SemiAuto,Diesel,27200,6,930000,37000
0,2006,Manual,Petrol,21000,5,350000,55000
0,2007,Auto,Petrol,32100,6,990000,63000
0,2009,Manual,Petrol,23700,4,340000,53000
0,2007,SemiAuto,CNG,36500,4,890000,49000
0,2004,Manual,CNG,30800,6,980000,57000
0,2005,Auto,Diesel,25400,5,810000,81000
0,2012,SemiAuto,Petrol,19600,6,860000,52000
0,2009,Manual,Petrol,30600,5,980000,51000
0,2006,Manual,Petrol,18600,5,600000,35000
0,2005,SemiAuto,Diesel,36900,5,320000,44000
0,2009,Auto,Diesel,34900,5,1070000,65000
0,2007,Manual,CNG,20500,6,280000,44000
0,2006,Manual,Petrol,36200,4,440000,54000
0,2009,SemiAuto,Diesel,21500,5,880000,51000
0,2005,Manual,Petrol,33800,5,910000,38000
0,2006,Manual,Petrol,24100,5,690000,61000
0,2005,SemiAuto,Petrol,33200,4,620000,45000
0,2006,SemiAuto,Petrol,28000,4,800000,49000
0,2005,Manual,Diesel,26500,4,960000,49000
0,2006,Manual,Diesel,18900,6,680000,60000
0,2005,Manual,CNG,35200,4,430000,51000
0,2008,Manual,Petrol,33500,6,930000,37000
0,2008,Manual,Diesel,32900,6,630000,40000
0,2008,SemiAuto,Petrol,20000,5,300000,44000
0,2004,SemiAuto,Petrol,26400,6,410000,41000
0,2007,Manual,Petrol,20700,5,370000,60000
0,2005,Auto,Petrol,18300,4,1040000,85000
0,2004,SemiAuto,CNG,38800,4,670000,47000
1,2004,SemiAuto,Diesel,38000,6,830000,40000
0,2009,SemiAuto,Diesel,20100,5,850000,60000
0,2006,Manual,Petrol,19800,6,680000,43000
0,2006,SemiAuto,Petrol,23900,4,950000,52000
0,2004,Manual,Diesel,22600,4,490000,57000
0,2008,Manual,Diesel,26000,5,880000,63000
0,2004,Manual,Petrol,18600,6,610000,44000
0,2005,Manual,CNG,27000,5,910000,48000
0,2007,SemiAuto,Diesel,28200,5,430000,60000
0,2005,SemiAuto,Diesel,20800,6,280000,47000
0,2007,Manual,Petrol,23500,6,990000,63000
0,2003,Manual,Petrol,18700,5,890000,61000
0,2006,SemiAuto,Diesel,37700,5,510000,36000
0,2006,SemiAuto,Petrol,33600,5,800000,60000
1,2006,SemiAuto,Diesel,23400,4,610000,55000
0,2007,Manual,Petrol,22100,5,600000,66000
0,2007,SemiAuto,Diesel,30900,5,580000,44000
0,2004,Manual,Petrol,19000,5,290000,35000
0,2007,Manual,Diesel,20000,6,550000,44000
0,2005,Manual,Diesel,31000,5,740000,59000
0,2004,Manual,CNG,20900,5,800000,56000
0,2008,Manual,Petrol,25600,5,650000,58000
0,2006,SemiAuto,CNG,24400,5,530000,57000
0,2008,Manual,Petrol,38500,5,620000,48000
0,2006,Manual,CNG,18000,5,680000,56000
0,2006,Manual,Petrol,32700,4,610000,63000
0,2005,SemiAuto,Diesel,19000,6,600000,51000
0,2005,SemiAuto,Diesel,35100,4,580000,48000
0,2007,SemiAuto,Diesel,28400,6,940000,43000
0,2004,Manual,Petrol,25900,5,920000,63000
0,2007,SemiAuto,Diesel,19700,6,820000,44000
0,2009,SemiAuto,Diesel,29400,5,560000,51000
0,2005,SemiAuto,Diesel,22200,4,320000,65000
0,2009,SemiAuto,Diesel,22400,4,310000,63000
0,2004,SemiAuto,Diesel,20900,6,920000,38000
0,2004,Auto,Diesel,23700,6,1170000,75000
0,2005,SemiAuto,CNG,26900,5,760000,61000
0,2009,Manual,Diesel,36200,4,290000,66000
0,2008,Manual,Diesel,27600,6,300000,60000
0,2009,SemiAuto,Diesel,38100,5,390000,57000
0,2007,Manual,Diesel,30700,6,450000,47000
0,2005,SemiAuto,Diesel,21100,5,580000,51000
0,2009,SemiAuto,Diesel,27500,5,300000,47000
0,2007,SemiAuto,Diesel,28100,4,770000,66000
0,2009,SemiAuto,Diesel,17900,4,880000,58000
0,2007,Auto,Diesel,22200,6,1410000,73000
1,2006,Auto,Diesel,29900,5,1170000,57000
0,2007,Manual,Petrol,29400,4,660000,48000
0,2009,Manual,Petrol,36500,6,370000,45000
0,2009,SemiAuto,Petrol,20700,4,600000,59000
0,2009,SemiAuto,Diesel,38000,4,660000,53000
0,2006,Manual,Diesel,24700,5,900000,36000
0,2007,Manual,Petrol,22000,6,810000,36000
0,2007,Manual,Petrol,19700,5,450000,38000
0,2004,Manual,Petrol,28600,5,550000,55000
0,2008,Manual,Diesel,25000,6,790000,42000
0,2008,SemiAuto,Petrol,27000,4,670000,49000
0,2004,Manual,Petrol,27800,5,870000,48000
0,2006,Manual,Diesel,37600,5,740000,42000
1,2005,Auto,Diesel,27000,5,1000000,70000
0,2006,SemiAuto,Diesel,34100,4,780000,53000
0,2006,Manual,Diesel,37200,5,470000,40000
0,2005,SemiAuto,Diesel,26100,5,310000,39000
0,2005,Manual,Petrol,28200,4,490000,61000
0,2006,SemiAuto,CNG,21300,4,450000,40000
0,2009,SemiAuto,Petrol,30500,6,540000,62000
0,2008,Manual,CNG,19900,4,420000,39000
0,2006,SemiAuto,Diesel,19600,5,600000,38000
0,2005,SemiAuto,Diesel,19300,4,450000,42000
0,2008,SemiAuto,Diesel,20400,4,670000,48000
0,2004,Manual,Petrol,33500,6,980000,36000
0,2008,Manual,Diesel,30900,6,860000,59000
0,2006,SemiAuto,Petrol,22200,5,550000,36000
0,2005,Manual,Diesel,36400,6,690000,60000
0,2009,SemiAuto,Diesel,24900,5,620000,41000
0,2006,SemiAuto,Petrol,31600,6,500000,58000
0,2006,Manual,Diesel,18400,4,270000,35000
0,2007,Manual,Petrol,33700,4,670000,37000
0,2008,SemiAuto,Diesel,37900,6,440000,51000
0,2009,SemiAuto,Petrol,36500,5,610000,48000
0,2007,SemiAuto,Diesel,35900,5,970000,60000
0,2005,Manual,Petrol,22800,5,620000,60000
0,2008,SemiAuto,Diesel,19300,6,870000,51000
0,2005,Manual,Petrol,23600,6,970000,36000
0,2006,SemiAuto,Diesel,33400,6,490000,44000
0,2007,SemiAuto,CNG,36700,6,720000,46000
0,2007,Manual,Petrol,29200,6,880000,50000
0,2009,SemiAuto,Diesel,34000,6,360000,37000
0,2009,Manual,CNG,24400,6,690000,35000
0,2007,Manual,Diesel,35000,6,310000,44000
0,2007,Manual,Diesel,21600,4,800000,46000
0,2007,Manual,Diesel,32800,6,860000,50000
0,2004,SemiAuto,Diesel,26800,4,500000,43000
0,2005,Manual,Diesel,37700,5,750000,44000
0,2007,Manual,Petrol,30400,6,960000,43000
0,2004,SemiAuto,Diesel,24000,6,660000,37000
0,2007,Auto,Petrol,37500,5,1450000,80000
0,2005,SemiAuto,Diesel,31600,4,550000,60000
0,2007,Manual,Petrol,33600,6,660000,58000
0,2005,Manual,Petrol,35800,5,510000,55000
0,2006,Manual,Petrol,19300,4,900000,49000
0,2006,SemiAuto,Diesel,36800,6,330000,50000
0,2004,SemiAuto,Diesel,29300,6,470000,67000
0,2006,Manual,Petrol,38100,6,840000,58000
0,2009,Manual,Petrol,23100,5,480000,57000
0,2005,Manual,Diesel,23700,4,710000,39000
0,2008,SemiAuto,Diesel,29100,4,950000,60000
0,2006,SemiAuto,Diesel,33000,4,480000,52000
0,2007,Manual,CNG,34200,4,690000,48000
0,2007,SemiAuto,Diesel,26900,6,750000,61000
0,2009,SemiAuto,Diesel,21900,5,890000,58000
0,2008,SemiAuto,Diesel,21300,6,670000,66000
0,2005,Manual,Diesel,22400,5,570000,63000
0,2008,Manual,Diesel,37900,5,380000,59000
0,2007,SemiAuto,Diesel,20800,6,560000,53000
0,2008,Auto,Petrol,37600,6,1100000,68000
0,2009,Manual,CNG,22200,4,400000,53000
0,2005,SemiAuto,Petrol,37600,6,320000,50000
0,2005,Manual,Petrol,37100,6,510000,55000
0,2006,Manual,Diesel,30400,6,930000,52000
0,2008,Manual,Petrol,18100,5,690000,53000
0,2004,SemiAuto,Petrol,23600,4,490000,41000
0,2009,Manual,Diesel,29600,4,700000,44000
0,2009,Manual,Petrol,29200,4,470000,62000
0,2004,SemiAuto,Diesel,23100,5,790000,38000
0,2007,SemiAuto,Petrol,22400,4,500000,40000
0,2005,Manual,Diesel,38000,4,340000,43000
0,2007,Manual,CNG,22100,5,270000,47000
0,2008,Manual,Diesel,25800,6,710000,62000
0,2008,Manual,Diesel,38300,6,560000,65000
0,2009,Auto,Petrol,18700,4,1070000,64000
0,2007,SemiAuto,Diesel,31000,6,790000,39000
0,2008,SemiAuto,Diesel,21300,5,890000,47000
0,2006,SemiAuto,Diesel,29800,5,930000,43000
0,2008,SemiAuto,Diesel,21600,6,310000,60000
0,2007,Manual,Petrol,19400,5,840000,58000
0,2005,SemiAuto,Petrol,19600,6,770000,63000
0,2004,Manual,Diesel,17800,5,580000,48000
0,2007,Manual,Petrol,37300,6,970000,48000
0,2008,Manual,Diesel,33500,4,710000,45000
0,2008,Manual,Petrol,33400,4,680000,55000
0,2005,SemiAuto,CNG,24700,6,820000,43000
0,2008,Manual,Petrol,18300,6,580000,64000
0,2004,Manual,Petrol,29800,6,500000,45000
0,2004,SemiAuto,Diesel,18700,6,870000,61000
0,2004,SemiAuto,Diesel,20400,4,600000,56000
0,2004,Manual,Diesel,28100,4,970000,62000
0,2008,Manual,Petrol,25700,5,290000,46000
0,2007,Manual,Diesel,30400,4,400000,52000
0,2009,Manual,Petrol,19000,5,550000,52000
0,2007,Manual,CNG,33300,4,930000,61000
0,2006,SemiAuto,Diesel,21200,6,670000,65000
0,2007,Manual,Diesel,18500,6,960000,67000
0,2005,Manual,Diesel,21600,4,360000,53000
0,2008,SemiAuto,Diesel,30200,5,930000,48000
0,2009,Manual,Diesel,38300,4,320000,55000
0,2005,Manual,Diesel,33400,6,390000,59000
0,2006,Manual,CNG,19700,4,820000,50000
0,2005,SemiAuto,Petrol,33600,5,610000,54000
0,2008,Manual,Petrol,21000,6,960000,61000
0,2006,SemiAuto,Petrol,22100,5,740000,66000
0,2005,Manual,Petrol,32700,6,880000,45000
0,2008,Manual,Diesel,24300,5,410000,43000
0,2005,SemiAuto,Diesel,29500,5,560000,41000
0,2009,Auto,Diesel,25800,6,1350000,60000
0,2008,SemiAuto,Diesel,24800,4,960000,58000
0,2009,Manual,CNG,26900,5,900000,55000
0,2009,Manual,Petrol,37100,6,660000,42000
0,2007,Manual,Diesel,19000,4,940000,44000
0,2004,SemiAuto,Diesel,24900,4,300000,59000
0,2007,Manual,Petrol,23000,4,620000,53000
0,2012,Manual,Petrol,28700,5,600000,55000
0,2006,SemiAuto,Diesel,28600,4,960000,55000
0,2009,Manual,Petrol,36300,6,660000,56000
0,2007,Manual,Petrol,38600,5,300000,63000
0,2007,SemiAuto,CNG,34100,6,310000,49000
0,2005,Manual,Diesel,23900,5,980000,60000
0,2007,Manual,Petrol,30000,5,700000,66000
0,2004,Manual,Diesel,19000,4,440000,41000
0,2007,SemiAuto,Diesel,37500,5,360000,35000
0,2007,Manual,CNG,33700,5,940000,65000
0,2007,SemiAuto,Diesel,28100,6,950000,54000
0,2006,Manual,Petrol,17800,6,360000,58000
0,2009,Manual,Diesel,30200,5,860000,58000
0,2006,SemiAuto,Diesel,28900,4,660000,43000
0,2009,SemiAuto,Petrol,20300,6,440000,55000
0,2008,Auto,Petrol,30500,5,880000,64000
0,2008,Manual,Diesel,35800,6,610000,60000
0,2011,SemiAuto,Petrol,28600,4,920000,60000
0,2008,SemiAuto,Diesel,37300,4,720000,40000
0,2011,SemiAuto,CNG,19100,6,630000,45000
0,2006,Manual,Diesel,37800,5,360000,47000
0,2007,Manual,Petrol,27500,4,970000,62000
0,2007,Manual,Diesel,25000,6,270000,64000
0,2005,Manual,Petrol,28200,4,960000,58000
0,2005,Manual,Petrol,37800,5,410000,53000
0,2006,SemiAuto,Diesel,23200,6,610000,57000
0,2007,Manual,Petrol,29700,5,660000,53000
0,2007,SemiAuto,Diesel,35200,5,680000,41000
0,2007,Manual,CNG,33900,4,370000,50000
0,2004,Manual,Petrol,35600,5,560000,48000
0,2008,SemiAuto,CNG,19700,6,520000,59000
0,2004,SemiAuto,Petrol,22700,5,630000,51000
0,2004,Manual,Diesel,32200,6,810000,53000
0,2005,SemiAuto,Diesel,29900,6,590000,62000
0,2005,SemiAuto,CNG,29900,4,970000,66000
0,2004,Manual,Petrol,24900,6,540000,37000
0,2006,Manual,Diesel,32300,6,520000,67000
0,2004,SemiAuto,Diesel,38600,6,880000,57000
0,2006,Manual,Petrol,29100,5,490000,53000
0,2009,Manual,Petrol,21300,6,730000,56000
0,2007,Manual,Diesel,25500,6,670000,63000
0,2007,Manual,Diesel,20800,4,840000,52000
0,2006,Manual,Petrol,24800,6,320000,37000
0,2005,SemiAuto,Diesel,36700,4,680000,39000
0,2009,Manual,CNG,23400,6,640000,58000
0,2006,Manual,Petrol,22200,4,970000,63000
0,2004,Auto,Diesel,37600,4,870000,62000
0,2006,SemiAuto,Diesel,28300,4,420000,45000
0,2008,Manual,Petrol,37400,4,750000,53000
0,2005,Manual,Diesel,21800,4,440000,41000
0,2007,SemiAuto,CNG,18000,4,330000,49000
0,2004,Manual,Diesel,23000,5,670000,64000
0,2008,Manual,Diesel,23400,6,790000,61000
0,2006,Manual,Diesel,24900,5,350000,65000
0,2006,SemiAuto,Petrol,29500,6,520000,49000
0,2004,Manual,Petrol,30300,5,710000,62000
0,2008,Manual,Diesel,33500,6,490000,38000
0,2008,SemiAuto,Diesel,35900,4,770000,60000
0,2006,SemiAuto,Diesel,36900,6,620000,50000
0,2008,SemiAuto,Diesel,33500,4,350000,51000
0,2006,Manual,Diesel,37200,6,420000,55000
0,2008,SemiAuto,Diesel,20500,5,320000,51000
0,2007,SemiAuto,Diesel,24300,6,740000,67000
0,2008,Manual,Petrol,36700,5,900000,52000
0,2009,SemiAuto,Petrol,20600,6,940000,65000
0,2008,Manual,Diesel,19600,4,290000,58000
0,2008,SemiAuto,Petrol,18000,5,650000,43000
0,2009,SemiAuto,Diesel,34400,5,390000,40000
0,2007,SemiAuto,CNG,29900,6,920000,60000
0,2008,Manual,Diesel,18800,4,450000,67000
0,2005,SemiAuto,Diesel,20000,5,410000,36000
0,2008,SemiAuto,Petrol,31100,6,340000,54000
0,2008,Manual,Petrol,21200,4,600000,65000
0,2008,Manual,Petrol,37800,4,340000,53000
0,2009,SemiAuto,Diesel,37800,5,600000,65000
0,2006,SemiAuto,Petrol,19900,5,350000,37000
0,2007,SemiAuto,Diesel,33300,4,790000,43000
0,2005,SemiAuto,Diesel,27200,6,310000,52000
0,2007,Manual,Diesel,30200,6,360000,41000
0,2005,SemiAuto,Diesel,33700,5,740000,66000
0,2009,SemiAuto,Petrol,24100,5,460000,47000
0,2006,SemiAuto,Diesel,25100,6,790000,43000
0,2009,SemiAuto,Diesel,28600,5,750000,57000
0,2007,SemiAuto,Diesel,36500,6,610000,64000
0,2009,Manual,Diesel,26900,5,930000,42000
1,2005,SemiAuto,Diesel,18900,5,150000,121000
0,2004,Manual,Diesel,34000,4,640000,39000
0,2005,Manual,Petrol,30900,6,310000,48000
0,2008,SemiAuto,Diesel,36800,5,590000,59000
0,2009,Auto,Petrol,38100,4,1220000,83000
0,2004,Auto,Petrol,36700,5,860000,75000
0,2005,SemiAuto,Diesel,28900,6,630000,39000
0,2007,SemiAuto,Diesel,23400,5,830000,64000
0,2005,Manual,Petrol,20900,4,840000,63000
0,2006,Auto,Petrol,21400,4,980000,83000
0,2006,Manual,Petrol,38800,5,960000,57000
0,2008,Manual,Petrol,20600,6,550000,56000
0,2004,SemiAuto,Diesel,33600,6,940000,47000
0,2005,SemiAuto,Petrol,33700,6,320000,67000
0,2006,Manual,Diesel,21400,5,440000,40000
0,2007,Manual,Petrol,18300,4,390000,55000
0,2004,Manual,Petrol,31900,5,950000,49000
0,2003,Manual,Petrol,33400,4,800000,36000
0,2005,SemiAuto,Diesel,38000,4,930000,52000
0,2005,Manual,Petrol,30400,6,570000,65000
0,2005,Manual,Petrol,24900,5,490000,67000
0,2009,Manual,Petrol,34900,5,420000,61000
0,2006,Manual,Diesel,27500,6,550000,56000
0,2005,Manual,Diesel,18100,5,630000,44000
0,2008,SemiAuto,Diesel,19600,5,580000,55000
0,2009,SemiAuto,Diesel,38400,6,300000,60000
0,2009,SemiAuto,Diesel,33400,5,700000,47000
0,2008,Manual,Petrol,21400,5,740000,65000
0,2004,SemiAuto,Diesel,20700,6,660000,58000
0,2005,Manual,Diesel,33300,4,580000,55000
0,2006,SemiAuto,Diesel,29800,6,880000,38000
0,2004,SemiAuto,Diesel,28100,4,440000,42000
0,2007,SemiAuto,Diesel,28800,5,280000,61000
0,2005,Manual,Diesel,32700,6,990000,45000
0,2008,Manual,CNG,33900,5,960000,54000
0,2005,Manual,Diesel,34100,5,480000,51000
0,2008,SemiAuto,CNG,29300,5,790000,52000
0,2009,Auto,Petrol,18800,5,990000,56000
0,2005,Manual,Petrol,23700,4,730000,66000
0,2004,SemiAuto,Diesel,30700,6,740000,49000
0,2005,SemiAuto,Diesel,23500,6,320000,53000
0,2009,Manual,Petrol,31400,4,440000,38000
0,2005,Manual,Petrol,32100,6,920000,58000
1,2004,SemiAuto,Diesel,30200,4,640000,44000
0,2004,Manual,Petrol,36600,4,280000,40000
0,2006,Manual,Diesel,26700,4,300000,39000
0,2009,Manual,CNG,36600,5,880000,45000
0,2006,SemiAuto,Diesel,34400,6,370000,53000
0,2005,SemiAuto,Petrol,22400,4,460000,58000
0,2005,SemiAuto,Diesel,30100,4,510000,53000
0,2007,Manual,Diesel,24100,6,360000,58000
0,2005,Manual,Petrol,28700,4,660000,67000
0,2003,Manual,Petrol,22700,5,530000,38000
0,2008,Manual,Diesel,35200,6,970000,42000
0,2005,SemiAuto,Diesel,28200,6,720000,48000
0,2005,SemiAuto,Petrol,18400,4,760000,57000
0,2009,SemiAuto,CNG,21600,4,640000,54000
0,2007,Manual,CNG,32900,6,830000,49000
0,2009,Manual,Diesel,21000,6,670000,65000
0,2008,SemiAuto,Diesel,32600,5,620000,47000
0,2004,SemiAuto,Diesel,38200,5,840000,37000
0,2006,Manual,Diesel,31600,6,670000,42000
0,2008,Manual,Petrol,25900,4,320000,50000
0,2004,Manual,Diesel,37100,5,370000,61000
0,2009,Manual,Diesel,25000,4,970000,39000
0,2005,SemiAuto,Diesel,36700,6,710000,53000
0,2006,SemiAuto,Diesel,30300,4,690000,45000
1,2007,Auto,Diesel,20400,6,630000,139000
0,2004,Manual,Petrol,33600,5,560000,39000
0,2007,SemiAuto,Petrol,31100,5,840000,52000
0,2008,SemiAuto,Petrol,34000,5,270000,38000
0,2006,Manual,Diesel,29800,6,310000,47000
0,2006,Manual,CNG,31200,6,510000,38000
0,2005,SemiAuto,Diesel,38300,6,800000,66000
0,2005,Manual,Diesel,19900,6,600000,64000
0,2007,SemiAuto,Petrol,19500,4,690000,59000
0,2005,SemiAuto,Diesel,21200,4,480000,58000
0,2007,SemiAuto,Diesel,19700,6,500000,59000
1,2007,SemiAuto,Diesel,31400,4,760000,62000
0,2008,SemiAuto,Diesel,37400,5,370000,44000
